# File Name: Hebrew_Lexicon_Strongs.txt
# File Size: 2203647     
# File Date: 06/01/2026 18:29:49
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Robert Rouse
# Source Content: James Strong's Lexicon, Hebrew
# Source Description: https://en.wikipedia.org/wiki/Strong%27s_Concordance
# Source Copyright: Public Domain
# Source Link: https://viz.bible/
#
# COLUMNS
#	STRONGS		Strong's number
#	WORD		Hebrew word
#	TRANS		Transliterated word
#	PRONOUNCE	Pronunciation
#	LANG		Language
#	MORPH		Part of speech
#	DEF			Definition
#
STRONGS	WORD	TRANS	PRONOUNCE	LANG	MORPH	DEF
6697	צוּר	tsûwr	tsoor	heb	Noun Masculine	properly, a cliff (or sharp rock, as compressed); generally, a rock or boulder; figuratively, a refuge; also an edge (as precipitous); edge, [idiom] (mighty) God (one), rock, [idiom] sharp, stone, [idiom] strength, [idiom] strong. See also <a href='/Strongs/strongs-h1049' onclick='return ABMM("/Strongs","/strongs-h1049");'>h1049</a> (בֵּית צוּר).; or צֻר; from <a href='/Strongs/strongs-h6696' onclick='return ABMM("/Strongs","/strongs-h6696");'>h6696</a> (צוּר)
6698	צוּר	Tsûwr	tsoor	x-pn	Proper Name Masculine	Tsur, the name of a Midianite and of an Israelite; Zur.; the same as <a href='/Strongs/strongs-h6697' onclick='return ABMM("/Strongs","/strongs-h6697");'>h6697</a> (צוּר); rock
6699	צוּרָה	tsûwrâh	tsoo-raw'	heb	Noun Feminine	a rock (Job 28:10); also a form (as if pressed out); form, rock.; feminine of <a href='/Strongs/strongs-h6697' onclick='return ABMM("/Strongs","/strongs-h6697");'>h6697</a> (צוּר)
6700	צוּרִיאֵל	Tsûwrîyʼêl	tsoo-ree-ale'	x-pn	Proper Name Masculine	Tsuriel, an Israelite; Zuriel.; from <a href='/Strongs/strongs-h6697' onclick='return ABMM("/Strongs","/strongs-h6697");'>h6697</a> (צוּר) and <a href='/Strongs/strongs-h410' onclick='return ABMM("/Strongs","/strongs-h410");'>h410</a> (אֵל); rock of God
6701	צוּרִישַׁדַּי	Tsûwrîyshadday	tsoo-ree-shad-dah'-ee	x-pn	Proper Name Masculine	Tsurishaddai, an Israelite; Zurishaddai.; from <a href='/Strongs/strongs-h6697' onclick='return ABMM("/Strongs","/strongs-h6697");'>h6697</a> (צוּר) and <a href='/Strongs/strongs-h7706' onclick='return ABMM("/Strongs","/strongs-h7706");'>h7706</a> (שַׁדַּי); rock of (the) Almighty
6702	צוּת	tsûwth	tsooth	heb	Verb	to blaze; burn.; a primitive root
6703	צַח	tsach	tsakh	heb	Adjective	dazzling, i.e. sunny, bright, (figuratively) evident; clear, dry, plainly, white.; from <a href='/Strongs/strongs-h6705' onclick='return ABMM("/Strongs","/strongs-h6705");'>h6705</a> (צָחַח)
6704	צִחֶה	tsicheh	tsee-kheh'	heb	Adjective	parched; dried up.; from an unused root meaning to glow
6705	צָחַח	tsâchach	tsaw-khakh'	heb	Verb	to glare, i.e. be dazzling white; be whiter.; a primitive root
6706	צְחִיחַ	tsᵉchîyach	tsekh-ee'-akh	heb	Noun Masculine	glaring, i.e. exposed to the bright sun; higher place, top.; from <a href='/Strongs/strongs-h6705' onclick='return ABMM("/Strongs","/strongs-h6705");'>h6705</a> (צָחַח)
6707	צְחִיחָה	tsᵉchîychâh	tsekh-ee-khaw'	heb	Noun Feminine	a parched region, i.e. the desert; dry land.; feminine of <a href='/Strongs/strongs-h6706' onclick='return ABMM("/Strongs","/strongs-h6706");'>h6706</a> (צְחִיחַ)
6708	צְחִיחִי	tsᵉchîychîy	tsekh-ee-khee'	heb	Noun Masculine	bare spot, i.e. in the glaring sun; higher place.; from <a href='/Strongs/strongs-h6706' onclick='return ABMM("/Strongs","/strongs-h6706");'>h6706</a> (צְחִיחַ)
6709	צַחֲנָה	tsachănâh	tsakh-an-aw'	heb	Noun Feminine	stench; ill savour.; from an unused root meaning to putrefy
6710	צַחְצָחָה	tsachtsâchâh	tsakh-tsaw-khaw'	heb	Noun Feminine	a dry place, i.e. desert; drought.; from <a href='/Strongs/strongs-h6705' onclick='return ABMM("/Strongs","/strongs-h6705");'>h6705</a> (צָחַח)
6711	צָחַק	tsâchaq	tsaw-khak'	heb	Verb	to laugh outright (in merriment or scorn); by implication, to sport; laugh, mock, play, make sport.; a primitive root
6712	צְחֹק	tsᵉchôq	tsekh-oke'	heb	Noun Masculine	laughter (in pleasure or derision); laugh(-ed to scorn).; from <a href='/Strongs/strongs-h6711' onclick='return ABMM("/Strongs","/strongs-h6711");'>h6711</a> (צָחַק)
6713	צַחַר	tsachar	tsakh'-ar	heb	Noun Masculine	sheen, i.e. whiteness; white.; from an unused root meaning to dazzle
6714	צֹחַר	Tsôchar	tso'-khar	x-pn	Proper Name Masculine	Tsochar, the name of a Hittite and of an Israelite; Zohar. Compare <a href='/Strongs/strongs-h3328' onclick='return ABMM("/Strongs","/strongs-h3328");'>h3328</a> (יִצְחַר).; from the same as <a href='/Strongs/strongs-h6713' onclick='return ABMM("/Strongs","/strongs-h6713");'>h6713</a> (צַחַר); whiteness
6715	צָחֹר	tsâchôr	tsaw-khore'	heb	Adjective	white; white.; from the same as <a href='/Strongs/strongs-h6713' onclick='return ABMM("/Strongs","/strongs-h6713");'>h6713</a> (צַחַר)
6716	צִי	tsîy	tsee	heb	Noun Masculine	a ship (as a fixture); ship.; from <a href='/Strongs/strongs-h6680' onclick='return ABMM("/Strongs","/strongs-h6680");'>h6680</a> (צָוָה)
6717	צִיבָא	Tsîybâʼ	tsee-baw'	x-pn	Proper Name Masculine	Tsiba, an Israelite; Ziba.; from the same as <a href='/Strongs/strongs-h6678' onclick='return ABMM("/Strongs","/strongs-h6678");'>h6678</a> (צוֹבָא); station
6718	צַיִד	tsayid	tsah'-yid	heb	Noun Masculine	the chase; also game (thus taken); (generally) lunch (especially for a journey); [idiom] catcheth, food, [idiom] hunter, (that which he took in) hunting, venison, victuals.; from a form of <a href='/Strongs/strongs-h6679' onclick='return ABMM("/Strongs","/strongs-h6679");'>h6679</a> (צוּד) and meaning the same
6719	צַיָּד	tsayâd	tsah'-yawd	heb	Noun Masculine	a huntsman; hunter.; from the same as <a href='/Strongs/strongs-h6718' onclick='return ABMM("/Strongs","/strongs-h6718");'>h6718</a> (צַיִד)
6720	צֵידָה	tsêydâh	tsay-daw'	heb	Noun Feminine	food; meat, provision, venison, victuals.; or צֵדָה; feminine of <a href='/Strongs/strongs-h6718' onclick='return ABMM("/Strongs","/strongs-h6718");'>h6718</a> (צַיִד)
6721	צִידוֹן	Tsîydôwn	tsee-done'	x-pn	Proper Name Location	Tsidon, the name of a son of Canaan, and of a place in Palestine; Sidon, Zidon.; or צִידֹן; from <a href='/Strongs/strongs-h6679' onclick='return ABMM("/Strongs","/strongs-h6679");'>h6679</a> (צוּד) in the sense of catching fish; fishery
6722	צִידֹנִי	Tsîydônîy	tsee-do-nee'	x-pn	Adjective	a Tsidonian or inhabitant of Tsidon; Sidonian, of Sidon, Zidonian.; patrial from <a href='/Strongs/strongs-h6721' onclick='return ABMM("/Strongs","/strongs-h6721");'>h6721</a> (צִידוֹן)
6723	צִיָּה	tsîyâh	tsee-yaw'	heb	Noun Feminine	aridity; concretely, a desert; barren, drought, dry (land, place), solitary place, wilderness.; from an unused root meaning to parch
6724	צִיוֹן	tsîyôwn	tsee-yone'	heb	Noun Masculine	a desert; dry place.; from the same as <a href='/Strongs/strongs-h6723' onclick='return ABMM("/Strongs","/strongs-h6723");'>h6723</a> (צִיָּה)
6725	צִיּוּן	tsîyûwn	tsee-yoon'	heb	Noun Masculine	a monumental or guiding pillar; sign, title, waymark.; from the same as <a href='/Strongs/strongs-h6723' onclick='return ABMM("/Strongs","/strongs-h6723");'>h6723</a> (צִיָּה) in the sense of conspicuousness (compare <a href='/Strongs/strongs-h5329' onclick='return ABMM("/Strongs","/strongs-h5329");'>h5329</a> (נָצַח))
6726	צִיּוֹן	Tsîyôwn	tsee-yone'	x-pn	Proper Name Location	Tsijon (as a permanent capital), a mountain of Jerusalem; Zion.; the same (regularly) as <a href='/Strongs/strongs-h6725' onclick='return ABMM("/Strongs","/strongs-h6725");'>h6725</a> (צִיּוּן)lemma צִיוּן missing dagesh, corrected to צִיּוּן
6727	צִיחָא	Tsîychâʼ	tsee-khaw'	x-pn	Proper Name Masculine	Tsicha, the name of two Nethinim; Ziha.; or צִחָא; as if feminine of <a href='/Strongs/strongs-h6704' onclick='return ABMM("/Strongs","/strongs-h6704");'>h6704</a> (צִחֶה); drought
6728	צִיִּי	tsîyîy	tsee-ee'	heb	Noun Masculine	a desert-dweller, i.e. nomad or wild beast; wild beast of the desert, that dwell in (inhabiting) the wilderness.; from the same as <a href='/Strongs/strongs-h6723' onclick='return ABMM("/Strongs","/strongs-h6723");'>h6723</a> (צִיָּה)
6729	צִינֹק	tsîynôq	tsee-noke'	heb	Noun Masculine	the pillory; stocks.; from an unused root meaning to confine
6730	צִיעֹר	Tsîyʻôr	tsee-ore'	x-pn	Proper Name Location	Tsior, a place in Palestine; Zior.; from <a href='/Strongs/strongs-h6819' onclick='return ABMM("/Strongs","/strongs-h6819");'>h6819</a> (צָעַר); small
6731	צִיץ	tsîyts	tseets	heb	Noun Masculine	properly, glistening, i.e. a burnished plate; also a flower (as bright-colored); a wing (as gleaming in the air); blossom, flower, plate, wing.; or צִץ; from <a href='/Strongs/strongs-h6692' onclick='return ABMM("/Strongs","/strongs-h6692");'>h6692</a> (צוּץ)
6732	צִיץ	Tsîyts	tseets	x-pn	Proper Name Location	Tsits, a place in Palestine; Ziz.; the same as <a href='/Strongs/strongs-h6731' onclick='return ABMM("/Strongs","/strongs-h6731");'>h6731</a> (צִיץ); bloom
6733	צִיצָה	tsîytsâh	tsee-tsaw'	heb	Noun Masculine	a flower; flower.; feminine of <a href='/Strongs/strongs-h6731' onclick='return ABMM("/Strongs","/strongs-h6731");'>h6731</a> (צִיץ)
6734	צִיצִת	tsîytsith	tsee-tseeth'	heb	Noun Feminine	a floral or wing-like projection, i.e. a forelock of hair, a tassel; fringe, lock.; feminine of <a href='/Strongs/strongs-h6731' onclick='return ABMM("/Strongs","/strongs-h6731");'>h6731</a> (צִיץ)
6735	צִיר	tsîyr	tseer	heb	Noun Masculine	a hinge (as pressed in turning); also a throe (as a phys. or mental pressure); also a herald or erranddoer (as constrained by the principal); ambassador, hinge, messenger, pain, pang, sorrow. Compare <a href='/Strongs/strongs-h6736' onclick='return ABMM("/Strongs","/strongs-h6736");'>h6736</a> (צִיר).; from <a href='/Strongs/strongs-h6696' onclick='return ABMM("/Strongs","/strongs-h6696");'>h6696</a> (צוּר)
6736	צִיר	tsîyr	tseer	heb	Noun Masculine	a form (of beauty; as if pressed out, i.e. carved); hence, an (idolatrous) image; beauty, idol.; the same as <a href='/Strongs/strongs-h6735' onclick='return ABMM("/Strongs","/strongs-h6735");'>h6735</a> (צִיר)
6737	צָיַר	tsâyar	tsaw-yar'	heb	Verb	to make an errand, i.e. betake oneself; make as if...had been ambassador.; a denominative from <a href='/Strongs/strongs-h6735' onclick='return ABMM("/Strongs","/strongs-h6735");'>h6735</a> (צִיר) in the sense of ambassador
6738	צֵל	tsêl	tsale	heb	Noun Masculine	shade, whether literal or figurative; defence, shade(-ow).; from <a href='/Strongs/strongs-h6751' onclick='return ABMM("/Strongs","/strongs-h6751");'>h6751</a> (צָלַל)
6739	צְלָא	tsᵉlâʼ	tsel-aw'	arc	Verb	pray; pray.; (Aramaic) probably corresponding to <a href='/Strongs/strongs-h6760' onclick='return ABMM("/Strongs","/strongs-h6760");'>h6760</a> (צָלַע) in the sense of bowing
6740	צָלָה	tsâlâh	tsaw-law'	heb	Verb	to roast; roast.; a primitive root
6741	צִלָּה	Tsillâh	tsil-law'	x-pn	Proper Name Feminine	Tsillah, an antediluvian woman; Zillah.; feminine of <a href='/Strongs/strongs-h6738' onclick='return ABMM("/Strongs","/strongs-h6738");'>h6738</a> (צֵל)
6742	צְלוּל	tsᵉlûwl	tsel-ool'	heb	Noun Masculine	a (round or flattened) cake; cake.; from <a href='/Strongs/strongs-h6749' onclick='return ABMM("/Strongs","/strongs-h6749");'>h6749</a> (צָלַל) in the sense of rolling
6743	צָלַח	tsâlach	tsaw-lakh'	heb	Verb	to push forward, in various senses (literal or figurative, transitive or intransitive); break out, come (mightily), go over, be good, be meet, be profitable, (cause to, effect, make to, send) prosper(-ity, -ous, -ously).; or צָלֵחַ; a primitive root
6744	צְלַח	tsᵉlach	tsel-akh'	arc	Verb	to advance (transitive or intransitive); promote, prosper.; (Aramaic) corresponding to <a href='/Strongs/strongs-h6743' onclick='return ABMM("/Strongs","/strongs-h6743");'>h6743</a> (צָלַח)
6745	צֵלָחָה	tsêlâchâh	tsay-law-khaw'	heb	Noun Feminine	something protracted or flattened out, i.e. a platter; pan.; from <a href='/Strongs/strongs-h6743' onclick='return ABMM("/Strongs","/strongs-h6743");'>h6743</a> (צָלַח)
6746	צְלֹחִית	tsᵉlôchîyth	tsel-o-kheeth'	heb	Noun Feminine	something prolonged or tall, i.e. a vial or salt-cellar; cruse.; from <a href='/Strongs/strongs-h6743' onclick='return ABMM("/Strongs","/strongs-h6743");'>h6743</a> (צָלַח)
6747	צַלַּחַת	tsallachath	tsal-lakh'-ath	heb	Noun Feminine	something advanced or deep, i.e. a bowl; figuratively, the bosom; bosom, dish.; from <a href='/Strongs/strongs-h6743' onclick='return ABMM("/Strongs","/strongs-h6743");'>h6743</a> (צָלַח)
6748	צָלִי	tsâlîy	tsaw-lee'	heb		roasted; roast.; passive participle of <a href='/Strongs/strongs-h6740' onclick='return ABMM("/Strongs","/strongs-h6740");'>h6740</a> (צָלָה)
6749	צָלַל	tsâlal	tsaw-lal'	heb	Verb	properly, to tumble down, i.e. settle by awaving motion; sink. Compare <a href='/Strongs/strongs-h6750' onclick='return ABMM("/Strongs","/strongs-h6750");'>h6750</a> (צָלַל), <a href='/Strongs/strongs-h6751' onclick='return ABMM("/Strongs","/strongs-h6751");'>h6751</a> (צָלַל).; a primitive root
6750	צָלַל	tsâlal	tsaw-lal'	heb	Verb	to tinkle, i.e. rattle together (as the ears in reddening with shame, or the teeth in chattering with fear); quiver, tingle.; a primitive root (identical with through the idea of vibration)
6751	צָלַל	tsâlal	tsaw-lal'	heb	Verb	to shade, as twilight or an opaque object; begin to be dark, shadowing.; a primitive root (identical with through the idea of hovering over (compare <a href='/Strongs/strongs-h6754' onclick='return ABMM("/Strongs","/strongs-h6754");'>h6754</a> (צֶלֶם)))
6752	צֵלֶל	tsêlel	tsay'-lel	heb	Noun Masculine	shade; shadow.; from <a href='/Strongs/strongs-h6751' onclick='return ABMM("/Strongs","/strongs-h6751");'>h6751</a> (צָלַל)
6753	צְלֶלְפּוֹנִי	Tsᵉlelpôwnîy	tsel-el-po-nee'	x-pn	Proper Name Feminine	Tselelponi, an Israelitess; Hazelelponi (including the article).; from <a href='/Strongs/strongs-h6752' onclick='return ABMM("/Strongs","/strongs-h6752");'>h6752</a> (צֵלֶל) and the active participle of <a href='/Strongs/strongs-h6437' onclick='return ABMM("/Strongs","/strongs-h6437");'>h6437</a> (פָּנָה); shade-facing
6754	צֶלֶם	tselem	tseh'-lem	heb	Noun Masculine	a phantom, i.e. (figuratively) illusion, resemblance; hence, a representative figure, especially an idol; image, vain shew.; from an unused root meaning to shade
6755	צֶלֶם	tselem	tseh'-lem	arc	Noun Masculine	an idolatrous figure; form, image.; (Aramaic) or צְלֶם; (Aramaic), corresponding to <a href='/Strongs/strongs-h6754' onclick='return ABMM("/Strongs","/strongs-h6754");'>h6754</a> (צֶלֶם)
6756	צַלְמוֹן	Tsalmôwn	tsal-mone'	x-pn		Tsalmon, the name of a place in Palestine and of an Israelite; Zalmon.; from <a href='/Strongs/strongs-h6754' onclick='return ABMM("/Strongs","/strongs-h6754");'>h6754</a> (צֶלֶם); shady
6757	צַלְמָוֶת	tsalmâveth	tsal-maw'-veth	heb	Noun Masculine	shade of death, i.e. the grave (figuratively, calamity); shadow of death.; from <a href='/Strongs/strongs-h6738' onclick='return ABMM("/Strongs","/strongs-h6738");'>h6738</a> (צֵל) and <a href='/Strongs/strongs-h4194' onclick='return ABMM("/Strongs","/strongs-h4194");'>h4194</a> (מָוֶת)
6758	צַלְמֹנָה	Tsalmônâh	tsal-mo-naw'	x-pn	Proper Name Location	Tsalmonah, a place in the Desert; Zalmonah.; feminine of <a href='/Strongs/strongs-h6757' onclick='return ABMM("/Strongs","/strongs-h6757");'>h6757</a> (צַלְמָוֶת); shadiness
6759	צַלְמֻנָּע	Tsalmunnâʻ	tsal-moon-naw'	x-pn	Proper Name Masculine	Tsalmunna, a Midianite; Zalmunna.; from <a href='/Strongs/strongs-h6738' onclick='return ABMM("/Strongs","/strongs-h6738");'>h6738</a> (צֵל) and <a href='/Strongs/strongs-h4513' onclick='return ABMM("/Strongs","/strongs-h4513");'>h4513</a> (מָנַע); shade has been denied
6760	צָלַע	tsâlaʻ	tsaw-lah'	heb	Verb	to limp (as if one-sided); halt.; a primitive root; probably to curve; used only as denominative from <a href='/Strongs/strongs-h6763' onclick='return ABMM("/Strongs","/strongs-h6763");'>h6763</a> (צֵלָע)
6761	צֶלַע	tselaʻ	tseh'-lah	heb	Noun Masculine	a limping or full (figuratively); adversity, halt(-ing).; from <a href='/Strongs/strongs-h6760' onclick='return ABMM("/Strongs","/strongs-h6760");'>h6760</a> (צָלַע)
6762	צֶלַע	Tselaʻ	tseh'-lah	x-pn	Proper Name Location	Tsela, a place in Palestine; Zelah.; the same as <a href='/Strongs/strongs-h6761' onclick='return ABMM("/Strongs","/strongs-h6761");'>h6761</a> (צֶלַע)
6763	צֵלָע	tsêlâʻ	tsay-law'	heb	Noun Feminine	a rib (as curved), literally (of the body) or figuratively (of a door, i.e. leaf); hence, a side, literally (of a person) or figuratively (of an object or the sky, i.e. quarter); architecturally, a (especially floor or ceiling) timber or plank (single or collective, i.e. a flooring); beam, board, chamber, corner, leaf, plank, rib, side (chamber).; or (feminine) צַלְעָה; from <a href='/Strongs/strongs-h6760' onclick='return ABMM("/Strongs","/strongs-h6760");'>h6760</a> (צָלַע)
6764	צָלָף	Tsâlâph	tsaw-lawf'	x-pn	Proper Name Masculine	Tsalaph, an Israelite; Zalaph.; from an unused root of unknown meaning
6765	צְלׇפְחָד	Tsᵉlophchâd	tsel-of-chawd'	x-pn	Proper Name Masculine	Tselophchad, an Israelite; Zelophehad.; from the same as <a href='/Strongs/strongs-h6764' onclick='return ABMM("/Strongs","/strongs-h6764");'>h6764</a> (צָלָף) and <a href='/Strongs/strongs-h259' onclick='return ABMM("/Strongs","/strongs-h259");'>h259</a> (אֶחָד)
6766	צֶלְצַח	Tseltsach	tsel-tsakh'	x-pn	Proper Name Location	Tseltsach, a place in Palestine; Zelzah.; from <a href='/Strongs/strongs-h6738' onclick='return ABMM("/Strongs","/strongs-h6738");'>h6738</a> (צֵל) and <a href='/Strongs/strongs-h6703' onclick='return ABMM("/Strongs","/strongs-h6703");'>h6703</a> (צַח); clear shade
6767	צְלָצַל	tsᵉlâtsal	tsel-aw-tsal'	heb	Noun Masculine	a clatter, i.e. (abstractly) whirring (of wings); (concretely) a cricket; also a harpoon (as rattling), a cymbal (as clanging); cymbal, locust, shadowing, spear.; from <a href='/Strongs/strongs-h6750' onclick='return ABMM("/Strongs","/strongs-h6750");'>h6750</a> (צָלַל) reduplicated
6768	צֶלֶק	Tseleq	tseh'-lek	x-pn	Proper Name Masculine	Tselek, an Israelite; Zelek.; from an unused root meaning to split; fissure
6769	צִלְּתַי	Tsillᵉthay	tsil-leth-ah'-ee	x-pn	Proper Name Masculine	Tsillethai, the name of two Israelites; Zilthai.; from the feminine of <a href='/Strongs/strongs-h6738' onclick='return ABMM("/Strongs","/strongs-h6738");'>h6738</a> (צֵל); shady
6770	צָמֵא	tsâmêʼ	tsaw-may'	heb	Verb	to thirst (literally or figuratively); (be a-, suffer) thirst(-y).; a primitive root
6771	צָמֵא	tsâmêʼ	tsaw-may'	heb	Adjective	thirsty (literally or figuratively); (that) thirst(-eth, -y).; from <a href='/Strongs/strongs-h6770' onclick='return ABMM("/Strongs","/strongs-h6770");'>h6770</a> (צָמֵא)
